fiscal_year,organization_name,project_name,city,province,region,community_type,grant_or_contribution,amount_approved,presenter_type,disciplines,audiences,project_sub_type,project_type,amount_category,disciplines_media_art,disciplines_music,disciplines_theatre,disciplines_performance_art,disciplines_dance,disciplines_comedy,disciplines_circus,disciplines_other,disciplines_literature,disciplines_visual_arts,disciplines_storytelling,disciplines_variety,disciplines_heritage_centre/site,disciplines_cinema,audiences_cultural_diversity,audiences_young_audience,audiences_none,audiences_indigenous_communities,audiences_official_language_minority,audiences_rural_or_remote_regions
2016-2017,Fringe of Toronto Theatre Festival (The),The Fringe of Toronto Theatre Festival,Toronto,Ontario,Ontario,Large Urban,Grant,65000,Specialized,['Theatre'],['Young Audience'],Programming,Festival,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Calgary Centre for Performing Arts,EPCOR CENTRE Performing Arts Presenation Series - Multi Year (2 of 2),Calgary,Alberta,Western,Large Urban,Contribution,100000,Specialized,['Music'],['Young Audience'],Programming,Series,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,ConfÃÂ©rence internationale des arts de la scÃÂ¨ne de MontrÃÂ©al (CINARS),Biennale CINARS 2016,MontrÃÂ©al,Quebec,Quebec,Large Urban,Contribution,105000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Circus', 'Performance Art']",['None'],Programming,Presenters Support Organization,$50.0K,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,"Literary Arts Windsor: Promotion, Performance, Publishing",BookFest Windsor - Multi Year (1 of 2),Windsor,Ontario,Ontario,Large Urban,Grant,5000,Specialized,['Literature'],"['Official Language Minority', 'Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Festival,less than $8.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False
2016-2017,Intrepid Theatre Company Society,Intreprid Theatre Presents / Uno Fest / OUTStages / Victoria Fringe Theatre Festival - Multi Year (1 of 2),Victoria,British Columbia,Western,Large Urban,Grant,95000,Specialized,['Theatre'],['Young Audience'],Programming,Festival & Series,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Orford Musique,Festival Orford - Multi Year (2 of 2),Orford,Quebec,Quebec,Rural,Grant,65000,Specialized,['Music'],['Official Language Minority'],Programming,Festival,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017-2018,City of Medicine Hat - Esplanade Arts & Heritage Centre,Momentum - Multi Year (1 of 3),Medicine Hat,Alberta,Western,Small Urban,Grant,48000,Multidisciplinary,"['Dance', 'Media Art', 'Music', 'Comedy']",['Young Audience'],Programming,Series,$23.0K,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Stratford Arts Foundation (The),Stratford Summer Music - Multi Year (2 of 2),Stratford,Ontario,Ontario,Rural,Grant,35000,Specialized,['Music'],['None'],Programming,Festival,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Vancouver East Cultural Centre (The),2016/17 and 2017/18 Seasons - Multi Year (2 of 2),Vancouver,British Columbia,Western,Large Urban,Contribution,200000,Multidisciplinary,"['Dance', 'Music', 'Theatre']","['Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Series,$50.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
2017-2018,Young People's Theatre,Presentations 2016/17 and 2017/18 Seasons - Multi Year (2 of 2),Toronto,Ontario,Ontario,Large Urban,Contribution,95000,Specialized,['Theatre'],['Young Audience'],Programming,Series,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,OvascÃÂ¨ne,"Programmations 2017-2018, 2018-2019, 2019-2020 - Multi Year (1 of 3)",Sainte-Marie,Quebec,Quebec,Rural,Grant,20000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy', 'Other']",['Young Audience'],Programming,Series,$12.0K,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Vancouver International Writers Festival Society (The),Vancouver Writers Fest - Multi Year (1 of 2),Vancouver,British Columbia,Western,Large Urban,Grant,75000,Specialized,['Literature'],['None'],Programming,Festival,$50.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2016-2017,B Current Performing Arts Co.,The 14th rock.paper.sistahz Festival,Toronto,Ontario,Ontario,Large Urban,Grant,16500,Multidisciplinary,"['Visual Arts', 'Dance', 'Music', 'Theatre']","['Cultural Diversity', 'Young Audience']",Programming,Festival,$12.0K,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
2016-2017,Diffusions de la Coulisse inc.,Pluridisciplinaires - Multi Year (1 of 2),Beloeil,Quebec,Quebec,Large Urban,Grant,40000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy', 'Circus']",['Official Language Minority'],Programming,Series,$23.0K,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-2017,Canada Dance Festival Society,Canada Dance Festival,Ottawa,Ontario,Ontario,Large Urban,Contribution,135000,Specialized,['Dance'],['Official Language Minority'],Programming,Festival,$50.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-2017,Ottawa Dance Directive,SÃÂ©ries Danse 10 / Series Dance 10 - Multi Year (2 of 2),Ottawa,Ontario,Ontario,Large Urban,Grant,13000,Specialized,['Dance'],['Young Audience'],Programming,Series,$12.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Kincardine Summer Music Festival Inc.,Kincardine Summer Music Festival and Series,Tara,Ontario,Ontario,Rural,Grant,20000,Specialized,['Music'],['Young Audience'],Programming,Festival & Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Music-By-The-Sea Society,Music by the Sea 2016,Bamfield,British Columbia,Western,Remote,Grant,7000,Specialized,['Music'],"['Cultural Diversity', 'Rural or Remote Regions']",Development,Festival,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2017-2018,Electric Eclectics,Electric Eclectics Festival - Multi Year (1 of 2),Meaford,Ontario,Ontario,Rural,Grant,15000,Multidisciplinary,"['Visual Arts', 'Music']",['Young Audience'],Programming,Festival,$12.0K,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2016-2017,Tuckamore Festival Inc. (The),The Tuckamore Festival - Chamber Music in Newfoundland - Multi Year (1 of 2),St. John's,Newfoundland and Labrador,Atlantic,Medium Urban,Grant,6000,Specialized,['Music'],['Young Audience'],Programming,Festival,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,ThÃÂ©ÃÂ¢tre de la Manufacture inc. (Le),Les 4 saisons de la Licorne ! De 2017-2018 ÃÂ  2020-2021 - Multi Year (1 of 4),MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,30000,Specialized,['Theatre'],"['Official Language Minority', 'Young Audience']",Programming,Series,$23.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2016-2017,Vancouver West Side Theatre Society,Chutzpah! the Lisa Nemetz International Jewish Festival of the Performing Arts - Multi Year (2 of 2),Vancouver,British Columbia,Western,Large Urban,Grant,30000,Multidisciplinary,"['Dance', 'Music', 'Theatre']","['Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Festival & Series,$23.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
2016-2017,Carrefour international de thÃÂ©ÃÂ¢tre de QuÃÂ©bec inc.,Carrefour international de thÃÂ©ÃÂ¢tre 2016 et Carrefour international de thÃÂ©ÃÂ¢tre 2017 - Multi Year (1 of 2),Quebec,Quebec,Quebec,Large Urban,Contribution,145000,Specialized,['Theatre'],['Official Language Minority'],Programming,Festival,$50.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-2017,Southside Shuffle Blues and Jazz Festival,Music Festival (Blues & Jazz) - Multi Year (1 of 2),Mississauga,Ontario,Ontario,Large Urban,Grant,20000,Specialized,['Music'],['Young Audience'],Programming,Festival & Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Geraldton Children's Entertainment Series Inc.,Geraldton Children's Entertainment Series - Multi Year (1 of 3),Geraldton,Ontario,Ontario,Remote,Grant,5000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Circus']",['None'],Programming,Series,less than $8.0K,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Northern Visions Independent Video and Film Association,Images Festival 2016 and Images Festival 2017 - Multi Year (1 of 2),Toronto,Ontario,Ontario,Large Urban,Contribution,65000,Specialized,['Media Art'],"['Cultural Diversity', 'Young Audience']",Programming,Festival,$50.0K,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2016-2017,Works International Visual Arts Society (The),The Works Art & Design Festival; The Art & Design in Public Places Program - Multi Year (1 of 2),Edmonton,Alberta,Western,Large Urban,Contribution,109000,Specialized,['Visual Arts'],"['Official Language Minority', 'Young Audience', 'Indigenous Communities']",Programming,Festival & Series,$50.0K,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
2017-2018,JM Drama Alumni,2016-2017 Season & 2017-2018 Season - Multi Year (2 of 2),Kitchener,Ontario,Ontario,Large Urban,Grant,40000,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['Young Audience'],Programming,Series,$23.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Association du festival ÃÂvangÃÂ©line de musique Bluegrass et Traditionnelle ltÃÂ©e. (L'),16e et 17e Festival Bluegrass ÃÂvangÃÂ©line - Multi Year (1 of 2),Wellington,Prince Edward Island,Atlantic,Rural,Grant,10000,Specialized,['Music'],['Official Language Minority'],Programming,Festival,$8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-2017,Folk Music Ontario / Musique folk de l'Ontario,"30th and 31st Annual Conferences, Presenters' Retreats, Community Outreach and Expansion to Northern Ontario - Multi Year (1 of 2)",Ottawa,Ontario,Ontario,Large Urban,Grant,70000,Specialized,['Music'],['None'],Programming,Presenters Support Organization,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Aeolian Hall Musical Arts Association,Aeolian Hall Production - Multi Year (1 of 2),London,Ontario,Ontario,Large Urban,Grant,20000,Specialized,['Music'],['None'],Programming,Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Vancouver International Dance Festival Society,2017 VIDF and 2018 VIDF - Multi Year (1 of 2),Vancouver,British Columbia,Western,Large Urban,Grant,40000,Specialized,['Dance'],['Cultural Diversity'],Programming,Festival,$23.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2017-2018,Owen Sound Little Theatre,The Roxy Theatre 2017-2018 Presentation Series,Owen Sound,Ontario,Ontario,Rural,Grant,15000,Multidisciplinary,"['Music', 'Theatre', 'Comedy']","['Official Language Minority', 'Young Audience', 'Indigenous Communities']",Programming,Series,$12.0K,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
2016-2017,Corporation Augustin-ChÃÂ©nier Inc.,Programmation rÃÂ©guliÃÂ¨re - Multi Year (1 of 2),Ville-Marie,Quebec,Quebec,Remote,Grant,15000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy']",['Young Audience'],Programming,Series,$12.0K,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Centre franÃÂ§ais Hamilton inc.,Programmation annuelle 2016-2017 et 2017-2018 - Multi Year (1 of 2),Hamilton,Ontario,Ontario,Large Urban,Grant,15000,Multidisciplinary,"['Dance', 'Music', 'Theatre']","['Official Language Minority', 'Young Audience']",Programming,Festival & Series,$12.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2017-2018,Centre culturel La Ronde Inc. (Le),Programmation artistique 2017-2020 - Multi Year (1 of 3),Timmins,Ontario,Ontario,Remote,Grant,14000,Multidisciplinary,"['Music', 'Comedy']",['Official Language Minority'],Programming,Series,$12.0K,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2016-2017,Hermione Presents Interdisciplinary Arts Productions Inc.,SpringWorks: indie theatre & arts festival,Stratford,Ontario,Ontario,Rural,Grant,20000,Multidisciplinary,"['Dance', 'Literature', 'Music', 'Theatre', 'Other']",['Young Audience'],Programming,Festival,$12.0K,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Atlantic Presenters Association Inc.,Atlantic Moves,Charlottetown,Prince Edward Island,Atlantic,Small Urban,Grant,20000,Specialized,['Dance'],"['Official Language Minority', 'Cultural Diversity', 'Young Audience', 'Indigenous Communities', 'Rural or Remote Regions']",Development,Festival,$12.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True
2016-2017,Edmonton Poetry Festival Society (The),The Edmonton Poetry Festival - Multi Year (2 of 2),Edmonton,Alberta,Western,Large Urban,Grant,5000,Specialized,['Literature'],"['Official Language Minority', 'Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Festival,less than $8.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False
2016-2017,Whitehorse Concerts,Classical Currents - Multi Year (1 of 2),Whitehorse,Yukon,Western,Rural,Grant,22000,Specialized,['Music'],['Young Audience'],Programming,Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Portage Community Centre Inc.,Mainstage and CoffeeHouse concert series,Portage la Prairie,Manitoba,Prairies,Rural,Grant,15000,Specialized,['Music'],['None'],Programming,Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
